gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.04,1514.1599999999999,No
Female,1,Yes,Yes,27,Yes,No phone service,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),112.68,3042.36,Yes
Male,0,Yes,Yes,13,No,No,No,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,25.8,335.40000000000003,No
Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,80.54,2496.7400000000002,No
Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.39,2113.65,No
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),73.66,4419.599999999999,No
Male,1,No,Yes,6,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),39.32,235.92000000000002,No
Male,1,No,No,69,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,86.81,5989.89,No
Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),113.97,6610.26,Yes
Female,1,Yes,No,49,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),63.84,3128.1600000000003,No
Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),70.3,1616.8999999999999,No
Male,1,No,Yes,34,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,41.98,1427.32,Yes
Male,0,No,Yes,26,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,107.19,2786.94,Yes
Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),115.12,5410.64,No
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),96.63,483.15,No
Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,72.28,1445.6,No
Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,113.68,682.08,Yes
Male,0,No,Yes,70,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,33.39,2337.3,No
Female,0,No,No,59,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),65.85,3885.1499999999996,No
Male,0,Yes,Yes,64,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Mailed check,71.76,4592.64,Yes
Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,67.19,1209.42,Yes
Female,0,Yes,Yes,4,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),98.24,392.96,Yes
Female,1,Yes,Yes,17,No,Yes,No,No internet service,No,Yes,No,No internet service,No,One year,No,Credit card (automatic),85.04,1445.68,No
Male,0,No,Yes,14,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,30.67,429.38,No
Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.65,684.4499999999999,No
Male,0,No,No,7,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),51.91,363.37,No
Male,1,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,No,Mailed check,74.56,3280.6400000000003,No
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),47.15,707.25,No
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,29.73,564.87,No
Female,0,Yes,Yes,63,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),83.37,5252.31,No
Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,103.1,3608.5,Yes
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,111.16,3890.6,Yes
Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),115.26,2189.94,Yes
Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),96.11,1922.2,Yes
Male,1,No,No,35,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,31.97,1118.95,No
Female,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,103.31,3305.92,No
Male,0,No,No,48,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,58.0,2784.0,No
Male,1,No,Yes,44,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,90.99,4003.56,No
Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),71.13,1707.12,Yes
Male,0,Yes,No,61,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,100.86,6152.46,No
Female,0,Yes,Yes,17,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),60.55,1029.35,No
Male,0,No,No,71,Yes,No,No,No internet service,No,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),24.18,1716.78,No
Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.68,3684.0000000000005,No
Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),35.13,2283.4500000000003,No
Female,0,Yes,Yes,32,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,114.55,3665.6,No
Male,0,Yes,No,36,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.7,2545.2000000000003,No
Male,1,No,No,13,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,73.36,953.68,No
Male,0,No,No,70,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,108.73,7611.1,Yes
Male,1,Yes,No,58,Yes,No phone service,No,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,80.46,4666.679999999999,No
Female,0,No,Yes,14,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Credit card (automatic),48.27,675.7800000000001,No
Female,1,No,No,37,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.61,1761.57,No
Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.16,4634.88,No
Female,0,No,Yes,40,Yes,No phone service,No,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),104.66,4186.4,No
Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),97.47,5750.73,No
Male,1,Yes,No,16,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),114.27,1828.32,Yes
Male,0,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),25.19,1561.78,No
Female,0,No,Yes,4,No,Yes,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),44.83,179.32,No
Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,26.02,1170.9,No
Female,0,Yes,No,28,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.11,2607.08,No
Female,0,No,Yes,66,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.08,2117.2799999999997,No
Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),27.99,867.6899999999999,No
Female,0,No,No,3,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,74.17,222.51,No
Female,0,No,Yes,8,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,59.15,473.2,No
Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,89.51,2148.2400000000002,No
Female,0,No,No,15,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,66.7,1000.5,Yes
Male,0,No,No,43,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),60.53,2602.79,Yes
Female,0,No,Yes,31,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,60.55,1877.05,No
Female,0,No,No,45,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),105.19,4733.55,No
Female,0,No,Yes,66,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),57.52,3796.32,No
Female,0,Yes,Yes,8,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),51.34,410.72,No
Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),51.85,3681.35,No
Female,0,No,No,57,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),37.66,2146.62,No
Female,0,No,Yes,30,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),104.07,3122.1,No
Female,0,Yes,No,18,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,32.66,587.8799999999999,No
Female,0,No,Yes,69,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.86,7511.34,No
Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,1807.65,No
Female,0,No,Yes,60,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.94,6476.4,No
Male,0,No,No,43,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,Two year,No,Mailed check,97.08,4174.44,No
Male,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,76.2,3429.0,No
Female,0,No,Yes,23,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),84.95,1953.8500000000001,No
Female,0,No,Yes,69,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,50.58,3490.02,No
Male,1,No,No,6,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,75.42,452.52,No
